"doi","journal","publication_date","article_type","financial_disclosure","title","pmid","citeulike","crossref","pubmed","scopus","counter_pdf","counter_html","counter_xml","counter","researchblogging","pmc_pdf","pmc_html","pmc","facebook_shares","facebook_likes","facebook_comments","facebook_clicks","facebook","mendeley_readers","mendeley_groups","mendeley","twitter"
"10.1371/journal.pgen.1001257","PLoS Genetics","2010-12-23","Review","HP-F is funded by the Medical Research Council (MRC). PAL is a Brain Research Trust Senior Research Fellow. LMM is funded by the MRC. We gratefully acknowledge the support of a strategic award from the Wellcome Trust/MRC (WT089698AIA). This work was undertaken at UCLH/UCL who received a proportion of funding from the Department of Health's NIHR Biomedical Research Centres funding scheme. The funders had no role in the preparation of the article of the article.","Cancer and Neurodegeneration: Between the Devil and the Deep Blue Sea",21203498,2,10,2,2,983,2601,75,3659,0,421,650,1071,3,2,0,0,5,22,1,23,0
"10.1371/journal.pgen.1001258","PLoS Genetics","2010-12-23","Research Article","Support from NCI grant CA099961 (ZAR) and Wellcome Trust grant 078327 (DCB) are gratefully acknowledged. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Role for ATF2 in Regulating MITF and Melanoma Development",21203491,2,9,2,10,665,3233,58,3956,0,474,920,1394,0,0,0,0,0,13,1,14,0
"10.1371/journal.pone.0015801","PLoS ONE","2010-12-23","Research Article","This work was funded by grants from the Wellcome Trust (085309), BBSRC (BB/F011784/1) and a University of Kent Innovation bursary. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Targeted Amino-Terminal Acetylation of Recombinant Proteins in E. coli",21203426,1,7,3,6,297,1035,25,1357,0,165,155,320,1,6,5,0,12,7,0,7,0
"10.1371/journal.ppat.1001237","PLoS Pathogens","2010-12-23","Research Article","This work was supported by a joint the Bill and Melinda Gates Foundation/Wellcome Trust Grand Challenges in Global Health award (reference 37882). Additional support came from Wellcome Trust awards to GM and RJW (081667, 072070, 084323, 088316), by the European and Developing Countries Clinical Trials Partnership to MXR (060613) and by the European Union (Sante/2006/105-061). KAW, DBY and RJW also receive programme support from the Medical Research Council of the United Kingdom. HPG received a bursary from the Lutheran World Federation and the University of Cape Town. HMV is funded by the Department for Environment, Food & Rural Affairs, UK. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Hypoxia Induces an Immunodominant Target of Tuberculosis Specific T Cells Absent from Common BCG Vaccines",21203487,0,4,2,6,456,1173,50,1679,0,263,417,680,0,0,0,0,0,7,0,7,0
"10.1371/journal.pntd.0000914","PLoS Neglected Tropical Diseases","2010-12-21","Research Article","This study and the authors were supported by the World Health Organization (SCW, NAW, KP), DFID Research Into Use Programme (SCW, KP, NAW), IKARE (SCW, NAW), the Wellcome Trust (SCW, EMF - 085308) and the BBSRC (SCW, KP). PWG is supported by the Wellcome Trust Senior Research Fellowship held by Dr Simon Hay at the University of Oxford, UK (079091). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Bayesian Geostatistical Analysis and Prediction of Rhodesian Human African Trypanosomiasis",21200429,0,0,0,2,276,1012,36,1324,0,93,160,253,1,0,0,0,1,8,1,9,0
"10.1371/journal.pone.0014374","PLoS ONE","2010-12-17","Research Article","Grant Support: This work was supported by NIH/NIAID grant AI45889 (to SAP) and National Institute of General Medical Sciences (NIGMS) grant GM087136 (to ARH). Core resources that facilitated flow cytometry were supported by the Einstein Center for AIDS Research (AI 051519) and the Einstein Cancer Center (CA 13330). GSB acknowledges support from a Personal Research Chair from Mr. James Bardrick, a Royal Society Wolfson Research Merit Award, a former Lister Institute-Jenner Research Fellowship, the Medical Research Council and The Wellcome Trust (084923/B/08/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","α-Galactosylceramide Analogs with Weak Agonist Activity for Human iNKT Cells Define New Candidate Anti-Inflammatory Agents",21179412,0,3,1,3,302,701,20,1023,0,183,281,464,0,0,0,0,0,4,0,4,0
"10.1371/journal.pone.0015264","PLoS ONE","2010-12-17","Research Article","TC was supported by a European Molecular Biology Organisation (EMBO) short term fellowship, BRB received support from the Commonwealth of Massachusetts, and GH was supported by a Wellcome Trust Career Development Fellowship and European Union Framework 6 programme SIROCCO (Silencing RNAs: organisers and coordinators of complexity in eukaryotic organisms). ZJ is a fellow of the National Cancer Institute of Canada Terry Fox Foundation (#700132). KO is a fellow of the Japan Society for the Promotion of Science. ECL was supported by the Burroughs Wellcome Fund, the Alfred Bressler Scholars Fund, and the National Institutes of Health R01-GM083300. MAW was supported by National Institute of General Medical Sciences grant GM64687, DH was a graduate student fellow of the Biotechnological and Biological Sciences Research Council (BBSRC, UK) and HAM was supported by Deutsche Forschungsgemeinshaft (DFG) grant MU1168/5-1, 5-2, 5-3 of the DFG priority programme 'Cell polarity', and funds of the College of Life Sciences, University of Dundee, Scotland. During the time that Dr. Bettencourt performed data analysis and prepared the manuscript he was also serving as an employee of and receiving a regular salary of Alnylam Pharmaceuticals, Inc. Alnylam did not directly or indirectly fund the research that was conducted and Dr. Bettencourt's research and work on the manuscript was not done in his capacity as an employee of Alnylam. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Natural Variation of the Amino-Terminal Glutamine-Rich Domain in Drosophila Argonaute2 Is Not Associated with Developmental Defects",21253006,1,1,4,2,281,967,14,1262,0,47,146,193,0,0,0,0,0,9,0,9,0
"10.1371/journal.pone.0015569","PLoS ONE","2010-12-16","Research Article","Philip Bejon is supported by the Biomedical Research Centre in Oxford. Steffen Borrmann received funding from German Research Foundation (DFG)(Grant number SFB 544, A7) and Kevin Marsh is supported by Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Defining Clinical Malaria: The Specificity and Incidence of Endpoints from Active and Passive Surveillance of Children in Rural Kenya",21179571,0,1,3,4,222,1384,24,1630,0,121,249,370,0,0,0,0,0,5,1,6,0
"10.1371/journal.pone.0015708","PLoS ONE","2010-12-15","Research Article","The work was funded by the Food Standards Agency of Scotland and DEFRA. SKS and MCJM are funded by the Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Evolution of an Agriculture-Associated Disease Causing Campylobacter coli Clade: Evidence from National Surveillance Data in Scotland",21179537,1,3,2,5,262,956,19,1237,0,121,223,344,0,0,0,0,0,0,0,0,0
"10.1371/journal.pbio.1000561","PLoS Biology","2010-12-14","Research Article","This work was supported by a grant from the Wellcome Trust to JF and by grant R01 AR055271 from the National Institutes of Health to CB and DM. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Genetic and Functional Relationship between T Cells and Cellular Proliferation in the Adult Hippocampus",21179499,1,5,0,5,539,2037,59,2635,0,166,290,456,1,1,0,0,2,15,0,15,0
"10.1371/journal.pbio.1000562","PLoS Biology","2010-12-14","Research Article","The Martin lab is funded by the Wellcome Trust (Ref 077988/Z/05/Z). AH is funded by a Cancer Research UK Career Development Fellowship (C11876/A4495). MM is supported by AIRC (grant no. IG-8916), The Cariplo Foundation (grant No 2007-5500), and CS is funded by an AICR fellowship. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Live Imaging of Innate Immune Cell Sensing of Transformed Cells in Zebrafish Larvae: Parallels between Tumor Initiation and Wound Inflammation",21179501,2,12,8,20,2525,7523,77,10125,1,499,905,1404,2,0,0,0,2,55,2,57,0
"10.1371/journal.pone.0015554","PLoS ONE","2010-12-14","Research Article","This work was funded by the Wellcome Trust (HDO, KJF), SystemsX.ch (JD, KES) and NCCR 'Neural Plasticity' (KES). The authors also gratefully acknowledge support by the University Research Priority Program 'Foundations of Human Social Behaviour' at the University of Zurich (JD, KES). Relevant URLs are given below: SystemsX.ch: http://www.systemsx.ch/projects/systemsxch-projects/research-technology-and-development-projects-rtd/neurochoice/; NCCR: 'Neural Plasticity': http://www.nccr-neuro.ethz.ch/; University Research Priority Program 'Foundations of Human Social Behaviour' at the University of Zurich: http://www.socialbehavior.uzh.ch/index.html. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Observing the Observer (I): Meta-Bayesian Models of Learning and Decision-Making",21179480,10,1,4,9,500,1711,32,2243,0,86,151,237,0,0,0,0,0,48,4,52,0
"10.1371/journal.pone.0015555","PLoS ONE","2010-12-14","Research Article","This work was funded by the Wellcome Trust (HDO, KJF), SystemsX.ch (JD, KES) and NCCR 'Neural Plasticity' (KES). The authors also gratefully acknowledge support by the University Research Priority Program 'Foundations of Human Social Behaviour' at the University of Zurich (JD, KES). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Observing the Observer (II): Deciding When to Decide",21179484,9,0,4,5,433,1405,27,1865,0,71,106,177,0,0,0,0,0,39,5,44,0
"10.1371/journal.pone.0015619","PLoS ONE","2010-12-14","Research Article","This work was funded by the Wellcome Trust. AL is a Wellcome Trust Senior Research Fellow in Clinical Science and National Institute of Health Research Senior Investigator. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Enumeration of Functional T-Cell Subsets by Fluorescence-Immunospot Defines Signatures of Pathogen Burden in Tuberculosis",21179481,0,8,4,10,287,830,16,1133,0,209,284,493,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0014170","PLoS ONE","2010-12-13","Research Article","The study was funded by the Special Trustees of the Hospital for Tropical Diseases, London, UK. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. Guy Thwaites and Heiman Wertheim are funded by the Wellcome Trust, UK. Jonathan Edgeworth receives funding from the Department of Health via the NIHR comprehensive Biomedical Research Centre award to Guy's & St Thomas' NHS Foundation Trust in partnership with King's College London. Sarah Walker is funded by the UK MRC and the NIHR Oxford BioMedical Research Centre. Peter Wilson is part funded by the UCLH/UCL Comprehensive Biomedical Centre which received a proportion of funding from the Department of Health's NIHR Biomedical Research Centres funding scheme.","The Management of Staphylococcus aureus Bacteremia in the United Kingdom and Vietnam: A Multi-Centre Evaluation",21179193,0,0,1,1,255,1194,19,1468,0,242,491,733,0,0,0,0,0,5,1,6,0
"10.1371/journal.pcbi.1001035","PLoS Computational Biology","2010-12-09","Research Article","This work was supported by the Wellcome Trust and the German Research Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Incremental Mutual Information: A New Method for Characterizing the Strength and Dynamics of Connections in Neuronal Circuits",21151578,2,1,2,0,427,1726,40,2193,0,40,79,119,0,0,0,0,0,39,1,40,0
"10.1371/journal.pone.0015334","PLoS ONE","2010-12-09","Research Article","The study was funded by The Wellcome Trust (079828/Z/06/Z) with contributions from LEPRA (www.leprahealthinaction.org; no grant number used by LEPRA). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Age at Menarche, Schooling, and Sexual Debut in Northern Malawi",21151570,0,3,3,6,206,1000,17,1223,0,114,312,426,0,0,0,0,0,8,2,10,0
"10.1371/journal.pone.0015186","PLoS ONE","2010-12-08","Research Article","This work was funded by grants from the National Institutes of Health (NIH) (R01 DK077659) and the UK Economic and Social Research Council (RES-060-23-0011). The latter provides the salary for LH. The UK Medical Research Council (MRC), the Wellcome Trust and the University of Bristol provide core funding support for ALSPAC. The UK MRC (G0600705) and the University of Bristol provide core funding for the MRC Centre of Causal Analyses in Translational Epidemiology. The views expressed in this paper are those of the authors and not necessarily those of any funding body or others whose support is acknowledged. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Changes in Ponderal Index and Body Mass Index across Childhood and Their Associations with Fat Mass and Cardiovascular Risk Factors at Age 15",21170348,0,3,1,5,258,1008,24,1290,0,255,380,635,0,0,0,0,0,5,0,5,0
"10.1371/journal.pone.0015227","PLoS ONE","2010-12-08","Research Article","This work was supported by grants to LAF from the Spanish Ministry of Science and Innovation (MICINN) (BIO2008-05201). ABT is a holder of a PhD fellowship from the FPI Program of the Spanish MICINN (http://www.micinn.es/portal/site/MICINN/), Autonomous Community of Madrid (S-BIO-236-2006) (http://www.madrimasd.org/), and the VI Framework Program from the European Union (FP6-LSHB-CT-2005-512061 NoE 'EuroPathogenomics') (http://www.noe-epg.uni-wuerzburg.de/). GF is supported by the Wellcome Trust (http://www.wellcome.ac.uk/). This work was partially supported by a Royal Society-CSIC joint grant to GF and LAF (2004GB0017). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Direct Injection of Functional Single-Domain Antibodies from E. coli into Human Cells",21170340,0,4,0,2,377,1160,20,1557,0,227,374,601,0,0,0,0,0,9,0,9,0
"10.1371/journal.pbio.1000558","PLoS Biology","2010-12-07","Research Article","This work was funded by grants from the Wellcome Trust (RJL and HDP), National Institutes of Health grant EY016807, Dana Foundation grant and Pew Scholar award to SP, JSPS Fellowship to MH, and was supported in part by the London Project to Cure Blindness. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Melanopsin Contributions to Irradiance Coding in the Thalamo-Cortical Visual System",21151887,4,13,8,21,883,2877,46,3806,0,232,360,592,3,0,0,0,3,43,5,48,1
"10.1371/journal.pntd.0000906","PLoS Neglected Tropical Diseases","2010-12-07","Research Article","This work was funded by the Wellcome Trust (Grant 082786). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Focus–Specific Clinical Profiles in Human African Trypanosomiasis Caused by Trypanosoma brucei rhodesiense",21151878,0,4,2,2,221,832,37,1090,0,113,255,368,0,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000909","PLoS Neglected Tropical Diseases","2010-12-07","Research Article","Health survey (as a part of research program 'Urbanization, Governance and Spatial Disparities of Health in Vientiane') was supported by Institut de Recherche pour le Développement (http://www.ird.fr/) and University Paris Ouest La Defense (http://www.u-paris10.fr/). The laboratory aspects were part of the Wellcome Trust-Mahosot Hospital-Oxford Tropical Medicine Research Collaboration funded by the Wellcome Trust of Great Britain (http://www.wellcome.ac.uk/) and the GEIS/AFHSC program work unit # 847705.82000.25GB.A0074. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Contrasting Spatial Distribution and Risk Factors for Past Infection with Scrub Typhus and Murine Typhus in Vientiane City, Lao PDR",21151880,0,0,0,0,162,576,38,776,0,123,234,357,1,0,0,0,1,3,0,3,0
"10.1371/journal.pone.0014225","PLoS ONE","2010-12-03","Research Article","This work was funded by the Biological and Biotechnological Science Research Council and the Roslin Foundation (SM, MB, LS, AT, TB). JJM was the recipient of a Wellcome Trust Principal Research Fellowship and his contribution here was supported by the EURATOOLS programme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Efficient Gene Targeting by Homologous Recombination in Rat Embryonic Stem Cells",21151976,0,8,1,8,552,1699,21,2272,0,278,470,748,0,0,0,0,0,18,1,19,0
"10.1371/journal.pcbi.1001020","PLoS Computational Biology","2010-12-02","Research Article","JS is funded by a Medical Research Council (MRC) Capacity Building Studentship. SAT is funded by the MRC. TAD is supported by a Wellcome Trust Research Career Development Fellowship (083563). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Assessing Computational Methods of Cis-Regulatory Module Prediction",21152003,15,9,5,12,850,2729,47,3626,0,186,412,598,0,0,0,0,0,52,1,53,0
"10.1371/journal.pcbi.1001024","PLoS Computational Biology","2010-12-02","Research Article","This work was supported by the Wellcome Trust (FON), the Russian Fund for Basic Research (NVK) and the EU-funded Enfin Network of Excellence (contract no LSHG-CT-2005-518254). Collaborative Association Study of Psoriasis Funding for the Collaborative Association Study of Psoriasis was provided by the National Institutes of Health, the Foundation for the National Institutes of Health, and the National Psoriasis Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Systems Model for Immune Cell Interactions Unravels the Mechanism of Inflammation in Human Skin",21152006,0,3,1,3,774,2841,42,3657,0,396,733,1129,0,0,0,0,0,29,3,32,0
"10.1371/journal.pone.0014179","PLoS ONE","2010-12-02","Research Article","The development of the Chlamydiales MLST web site has been funded by the Wellcome Trust. Veerle Dickx is funded by the Federal Public Service of Health, Food Chain Safety and Environment (convention RF-6177). This research was partly funded by the Sixth Framework Programme of the European Commission, Proposal/Contract no.: 512061 (Network of Excellence ‘European Virtual Institute for Functional Genomics of Bacterial Pathogens’ [http://www.noe-epg.uni-wuerzburg.de]) and partially by the Belgian Federal Public Service of Health, Food Chain Safety and Environment (convention RF-6177). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Multi Locus Sequence Typing of Chlamydia Reveals an Association between Chlamydia psittaci Genotypes and Host Species",21152037,1,2,4,8,244,746,21,1011,0,272,470,742,0,0,0,0,0,7,2,9,0
"10.1371/journal.pone.0014224","PLoS ONE","2010-12-02","Research Article","EAS is funded by the Stephen Erskine Fellowship, Queens' College Cambridge. RMA is supported by a Wellcome Trust Clinical Research Training Fellowship, and the Raymond and Beverly Sackler Studentship. ARA and DKM are funded by the BOC Professorship of the Royal College of Anaesthetists. DKM is funded by the National Institute for Health Research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Changes in Resting Neural Connectivity during Propofol Sedation",21151992,1,3,6,10,465,2356,38,2859,0,265,394,659,1,0,0,0,1,27,4,31,0
"10.1371/journal.pone.0014188","PLoS ONE","2010-12-01","Research Article","The authors would like to thank the UK Department for International Development (DFID, http://www.dfid.gov.uk/) Animal Health Programme (KM, EMF, MCE, SCW) for support for this work, although the views expressed are not necessarily those of DFID. KM thanks the Japan International Cooperation Agency (JICA, http://www.jica.go.jp/english/) for research grant support (Overseas Long-term Programme). EMF is funded by the Wellcome Trust (085308). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","How Human Brucellosis Incidence in Urban Kampala Can Be Reduced Most Efficiently? A Stochastic Risk Assessment of Informally-Marketed Milk",21152072,0,2,2,3,259,1303,18,1580,0,193,423,616,1,0,0,0,1,5,1,6,0
"10.1371/journal.pmed.1001005","PLoS Medicine","2010-11-30","Essay","OS is funded by core support grants from the Hewlett Foundation, Wellcome Trust, Rockefeller Foundation, Sida/GLOBFORSK, and the Gates Foundation. No funding bodies had any role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Global Health Estimates: Stronger Collaboration Needed with Low- and Middle-Income Countries",21151349,0,1,4,5,570,1914,72,2556,0,40,77,117,1,0,0,0,1,4,0,4,0
"10.1371/journal.pntd.0000902","PLoS Neglected Tropical Diseases","2010-11-30","Research Article","GD receives a partial salary on project grant 079791 from the Wellcome Trust. The Wellcome Trust had no direct role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Effectiveness of a Simple Lymphoedema Treatment Regimen in Podoconiosis Management in Southern Ethiopia: One Year Follow-Up",21152059,0,2,0,5,114,606,34,754,0,124,275,399,0,0,0,0,0,2,0,2,0
"10.1371/journal.pone.0015112","PLoS ONE","2010-11-30","Research Article","This work was supported by Wellcome Trust Programme Grant 053335. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Which Neurodevelopmental Disorders Get Researched and Why?",21152085,1,4,1,6,1008,5173,26,6207,0,1156,2193,3349,10,0,3,0,13,35,2,37,0
"10.1371/journal.pone.0015487","PLoS ONE","2010-11-30","Research Article","This work was supported by a Wellcome Trust Clinician Scientist Fellowship awarded to JGB (grant number 073377/Z/03/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Full Pharmacological Analysis of the Three Turkey β-Adrenoceptors and Comparison with the Human β-Adrenoceptors",21152092,0,2,2,2,135,324,17,476,0,123,212,335,0,0,0,0,0,2,0,2,0
"10.1371/journal.pone.0014114","PLoS ONE","2010-11-29","Research Article","This study was supported by a Wellcome Trust research fellowship to CJD (#063516). JTB was supported by the European Union FIGHTMAL project, receiving funding from the European Community's Seventh Framework Programme [FP7/2007–2013] under grant agreement PIAP-GA-2008-21816.4. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Dynamics of Naturally Acquired Immune Responses to Plasmodium falciparum Sexual Stage Antigens Pfs230 & Pfs48/45 in a Low Endemic Area in Tanzania",21124765,0,1,3,4,273,657,18,948,0,207,331,538,0,0,0,0,0,7,0,7,0
"10.1371/journal.pone.0015108","PLoS ONE","2010-11-29","Research Article","This work was funded by a grant from the Wellcome Trust (grant WT084151AIA). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Synaptic Protection in the Brain of WldS Mice Occurs Independently of Age but Is Sensitive to Gene-Dose",21124744,0,3,3,4,142,494,15,651,0,124,170,294,0,0,0,0,0,5,0,5,0
"10.1371/journal.pone.0015512","PLoS ONE","2010-11-25","Research Article","The study was supported by Warsaw Medical University grants 1WN/NK1W and 1WY/N/09. The authors acknowledge use of DNA from the 1958 British Birth Cohort Collection, funded by the Medical Research Council grant G0000934 and the Wellcome Trust grant 068545/Z/02. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Thyroid Stimulating Hormone Receptor (TSHR) Intron 1 Variants Are Major Risk Factors for Graves' Disease in Three European Caucasian Cohorts",21124799,0,3,2,4,183,846,22,1051,0,143,300,443,0,0,0,0,0,3,0,3,0
"10.1371/journal.pcbi.1001016","PLoS Computational Biology","2010-11-24","Research Article","AC received support from the Graduate Program in Areas of Basic and Applied Biology (GABBA) and funding from the Portuguese Foundation for Science and Technology (ref. SFRH/BD/15240/2004). EE is supported by the Catalan Institution of Research and Advanced Studies (ICREA). This work was supported by the grant BIO2008-01091 from the Spanish Ministry of Science (EE) and by the project EURASNET-LSHG-CT-2005-518238 from the European Commission (EE & CWJS) and by Wellcome Trust programme 077877 (CWJS). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Genome-Wide Association between Branch Point Properties and Alternative Splicing",21124863,1,5,2,5,453,1813,41,2307,0,160,261,421,0,0,0,0,0,23,2,25,0
"10.1371/journal.pone.0014093","PLoS ONE","2010-11-23","Research Article","This study was supported by National Science Foundation (www.nsf.org) grant RUI #0516591, by a Branco Weiss Fellowship from the Society of Science (http://www.society-in-science.ethz.ch/) to INO and by Wellcome Trust (http://www.wellcome.ac.uk/) support to JW and NM. We thank the Howard Hughes Medical Institute for support of Haverford College undergraduate researchers FW-G and ASL (http://www.haverford.edu/kinsc/HHMI/). FW-G is also a Mellon-Mays Undergraduate Research Fellow (www.mmuf.org). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Multi-Locus Sequence Typing of Enteroaggregative Escherichia coli Isolates from Nigerian Children Uncovers Multiple Lineages",21124856,3,5,5,6,388,2752,22,3162,0,117,221,338,0,0,0,0,0,4,0,4,0
"10.1371/journal.pone.0015007","PLoS ONE","2010-11-23","Research Article","This work was supported by the Medical Research Council, UK (File reference, U117584248). Eunice W. Nduati was the recipient of a BioMalPar PhD fellowship, Dorothy H. L. Ng is a recipient of an A*STAR MBBS-PhD National Science Scholarship (A*STAR, Singapore) and Peter Gardner a recipient of an MRC PhD studentship. Britta Urban is supported by a Wellcome Trust Senior Fellowship (Grant number 07908). This work is part of the activities of the BioMalPar European Network of Excellence supported by a European grant (LSHP-CT-2004-503578) from the Priority 1 'Life Sciences, Genomics and Biotechnology for Health' in the sixth framework, and Evimalar European Network of Excellence in the seventh Framework. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Distinct Kinetics of Memory B-Cell and Plasma-Cell Responses in Peripheral Blood Following a Blood-Stage Plasmodium chabaudi Infection in Mice",21124900,0,3,1,4,524,2020,19,2563,0,295,461,756,0,0,0,0,0,12,3,15,0
"10.1371/journal.pone.0015020","PLoS ONE","2010-11-23","Research Article","This work was supported by the Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Expanded Kinesin-13 Repertoire of Trypanosomes Contains Only One Mitotic Kinesin Indicating Multiple Extra-Nuclear Roles",21124853,0,5,2,6,223,606,15,844,0,113,248,361,0,0,0,0,0,8,0,8,0
"10.1371/journal.pone.0015535","PLoS ONE","2010-11-23","Research Article","This research was supported in part by the Molecular Libraries Initiative of the National Institutes of Health (NIH) Roadmap for Medical Research and the Intramural Research Program of NHGRI, NIH, The Wellcome Trust, The Commonwealth Scholarship Commission in the United Kingdom, and the Biotechnology and Biological Research Council (U.K.). The Structural Genomics Consortium is a registered charity (number 1097737) that receives funds from the Canadian Institutes for Health Research, the Canadian Foundation for Innovation, Genome Canada through the Ontario Genomics Institute, GlaxoSmithKline, Karolinska Institutet, the Knut and Alice Wallenberg Foundation, the Ontario Innovation Trust, the Ontario Ministry for Research and Innovation, Merck & Co., Inc., the Novartis Research Foundation, the Swedish Agency for Innovation Systems, the Swedish Foundation for Strategic Research and the Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Quantitative High-Throughput Screening Identifies 8-Hydroxyquinolines as Cell-Active Histone Demethylase Inhibitors",21124847,0,17,7,22,1105,2740,24,3869,0,357,678,1035,0,0,0,0,0,31,2,33,0
"10.1371/journal.pgen.1001191","PLoS Genetics","2010-11-18","Research Article","RJG was supported by the Aaron Diamond AIDS Research Center. AK was funded by the Wellcome Trust (Grant #: 086173/A/08/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Endogenous Viral Elements in Animal Genomes",21124940,6,29,18,39,2027,13279,87,15393,0,465,645,1110,16,2,23,0,41,73,3,76,0
"10.1371/journal.pgen.1001213","PLoS Genetics","2010-11-18","Research Article","The KORA research platform was initiated and financed by the Helmholtz Center Munich, German Research Center for Environmental Health, which is funded by the German Federal Ministry of Education and Research (BMBF) and by the State of Bavaria. Part of this work was financed by the German National Genome Research Network (NGFN-2, NGFNPlus 01GS0823, and NGFNPlus 01GS0834) and through additional funds from the University of Ulm. Our research was supported within the Munich Center of Health Sciences (MC Health) as part of LMUinnovativ and by a grant from the BMBF to the German Center for Diabetes Research (DZD e.V.), as well as from the BMBF funded German Network for Mitochondrial Disorders (mitoNET 01GM0862) and Systems Biology of Metabotypes (SysMBo 0315494A). Furthermore, the study received funding from the European Community's Seventh Framework Programme (FP7/2007–2013), ENGAGE project, grant agreement HEALTH-F4-2007-201413. The LURIC part of this study has received funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under grant agreement no. 201668; AtheroRemo. It was further supported by the Centre of Excellence 'Metabolic disorder' Baden-Württemberg, Ulm, University Ulm, Germany. The Sorbs part of this study was supported by grants from the Interdisciplinary Centre for Clinical Research at the University of Leipzig (B27; N06) and from the German Diabetes Association as well as by a grant from the DFG (KFO 152). Furthermore, the authors received funding through the European Community's Seventh Framework Programme (FP7/2007–2013), ENGAGE project, grant agreement HEALTH-F4-2007- 201413. The TwinsUK study was funded by the Wellcome Trust, the EU MyEuropia Marie Curie Research Training Network, the European Community's Seventh Framework Programme (FP7/2007–2013)/grant agreement HEALTH-F2-2008-201865-GEFOS and (FP7/2007–2013), ENGAGE project grant agreement HEALTH-F4-2007-201413, and the FP-5 GenomEUtwin Project (QLG2-CT-2002-01254). The study also received support from the Dept of Health via the National Institute for Health Research (NIHR) comprehensive Biomedical Research Centre award to Guy's & St Thomas' NHS Foundation Trust in partnership with King's College London and by the WT Grant n. 091746/Z/10/Z. The project also received support from a Biotechnology and Biological Sciences Research Council (BBSRC) project grant (G20234). Genotyping was in part performed by CIDR as part of an NEI/NIH project grant. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Genome-Wide Association Study Identifies Two Novel Regions at 11p15.5-p13 and 1p31 with Major Impact on Acute-Phase Serum Amyloid A",21124955,2,2,0,0,325,1088,58,1471,0,239,438,677,0,0,0,0,0,3,1,4,0
